ID,Study ID,Reference,Grouping,Victim,Perpetrator,Route Victim,Route Perpetrator,Mechanism,Compartment,AUCR Avg,AUCR AvgType,AUCR Var,AUCR VarType,CmaxR Avg,CmaxR AvgType,CmaxR Var,CmaxR VarType,t_placebo_0,t_placebo_end,t_treatment_0,t_treatment_end,t Unit,R Dose correction factor,Comment,Dose,Dose free API,Dose Unit,Route,Times of Administration,Times Unit,Description,Comment Regimen,Administered form,Formulation type,Infusion duration [min],Water volume ingested for drug intake [mL],Comment on administration/formulation,Fasted/Fed state,Duration of fasting before drug administration [h],Duration of fasting after drug administration [h],Comment on food intake
16154,Mikus et al. 1990,https://pubmed.ncbi.nlm.nih.gov/2359015/,"160mg verapamil + cimetidine, PO",S-Norverapamil,Cimetidine,PO,PO,Reversible_Inhibition,Plasma,1.4235,Approx. Avg,,,,,,,0,inf,144.5,inf,h,,,400,,mg,PO,S0-T12-R14,h,MD BID,R-verapamil (80 mg) and dideuterated S-verapamil (80 mg) were given in the same manner after a 6-day p.o. pretreatment with cimetidine (400 mg b.i.d.). The second dose of verapamil was taken 30 mm after the morning dose of cimetidine.,,,,,,,,,
16155,Wing et al. 1985,https://pubmed.ncbi.nlm.nih.gov/3986090/,"10mg Verapamil + cimetidine, IV",Verapamil,Cimetidine,IV,PO,Reversible_Inhibition,Plasma,1.0714,Approx. Avg,,,,,,,0,inf,168,inf,h,,,400/200,,mg,PO,400: S18-T24-R9; 200mg: 0-6-12-24-30-36--48-54-60-72-78-84-96-102-108-120-126-132-144-150-156-168-174-180-192-198-204,h,"MD QID (3times 200mg, fourth time 400mg)",,,,,,,,,,
16156,Wing et al. 1985,https://pubmed.ncbi.nlm.nih.gov/3986090/,"80mg Verapamil + cimetidine, PO",Verapamil,Cimetidine,PO,PO,Reversible_Inhibition,Plasma,1.0702,Approx. Avg,,,,,,,0,inf,168,inf,h,,,400/200,,mg,PO,400: S18-T24-R9; 200mg: 0-6-12-24-30-36--48-54-60-72-78-84-96-102-108-120-126-132-144-150-156-168-174-180-192-198-204,h,"MD QID (3times 200mg, fourth time 400mg)",,,,,,,,,,
16159,Johnson et al. 1987,https://pubmed.ncbi.nlm.nih.gov/2954736/,Digoxin IV + Verapamil,Digoxin,Verapamil,IV,PO,Mechanism_based_Inactivation,Serum,1.2419,Approx. Avg,,,,,,,288,inf,288,nf,h,,,80,74.06,mg,PO,(S0-T12-R8)-(S96-T8-R33),h,"MD BID 4days, TID 10days",,,,,,,,,,
16162,Pedersen et al. 1983,https://pubmed.ncbi.nlm.nih.gov/6628501/,Digoxin IV + Verapamil,Digoxin,Verapamil,IV,PO,Mechanism_based_Inactivation,Plasma,1.41748127,Arith. mean,0.1326292,Arith. SD,,,,,168,inf,168,inf,h,1,,120,111.09,mg,PO,S0-(S0-T6-R3)-T24-R12,h,"TID, 7 days pre-treatment",Information retrieved from published model from Hanke et al. 2020 assuming they had more information (Original paper only says 3 times daily and does not comment on the time interval inbetween),"verapamil chloride (Isoptin ®, Knoll)","verapamil chloride (Isoptin ®, Knoll)",,,,,,,
16163,Pedersen et al. 1982,https://pubmed.ncbi.nlm.nih.gov/7094982/,Digoxin and Verapamil in MD setting,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,,,,,,,,,,,,,,1,,80/120,74.061376/111.0921,mg,PO,80:S360-(S0-T6-R3)-T24-R63; 120:S1896-(S0-T6-R3)-T24-R42,h,,,,,,,,,,,
16165,Belz et al. 1983,https://pubmed.ncbi.nlm.nih.gov/6831819/,Digoxin + 80mg Verapamil,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,,,,,,,,,0,336,0,336,h,,Multiple Dose study for both victim and perpetrator; Only ctrough values available,80,74.06,mg,PO,S0-(S0-T6-R3)-T24-R14,h,TID,,oral,oral,,,,,,,
16167,Belz et al. 1983,https://pubmed.ncbi.nlm.nih.gov/6831819/,Digoxin + 120mg Verapamil,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,,,,,,,,,0,336,0,336,h,,Multiple Dose study for both victim and perpetrator; Only ctrough values available,120,111.09,mg,PO,S0-(S0-T6-R3)-T24-R14,h,TID,,oral,oral,,,,,,,
16169,Doering et al. 1983,https://pubmed.ncbi.nlm.nih.gov/6653647/,Digoxin+ 80mg Verapamil,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Serum,,,,,,,,,,,,,,1,Multiple Dose study for both victim and perpetrator; Only ctrough values available,80,74.06,mg,PO,S0-(S0-T6-R3)-T24-R14,h,TID,,Isoptin 80,oral,,,,fasted,,,
16172,Wiebe 2020,https://pubmed.ncbi.nlm.nih.gov/32504272/,DDI digoxin + verapamil - plasma,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,1.007,Geom. mean,"0.8884, 1.11415",90% confidence interval,1.2164,Geom. mean,"1.0043, 1.4733",90% confidence interval,1,25,1,25,h,1,,120,111.09,mg,PO,0,h,SD,PK data on verapamil also available (see IDs 6160 to 6163),"Verapamil, Isoptin film-coated tablet",oral tablet,,,,fasted,9,,
16174,Klein et al. 1982,https://pubmed.ncbi.nlm.nih.gov/7074765/,Digoxin and Verapamil in MD setting,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Serum,,,,,,,,,,,,,,1,Multiple Dose study for both victim and perpetrator; Only ctrough values available,80,74.06,mg,PO,S350-T8-R42,h,TID,morning dose 1h before digoxin dose,oral,oral,,,,,,,
16175,Schwartz et al. 1982,https://pubmed.ncbi.nlm.nih.gov/7074776/,Digoxin and Verapamil in MD setting,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Serum,,,,,,,,,,,,,,1,Multiple Dose study for both victim and perpetrator; Only ctrough values available,80,74.06,mg,PO,S345-T6-R280,h,QID,,oral tablet,oral tablet,,,,,,,
16244,Prueksaritanont 2017,https://pubmed.ncbi.nlm.nih.gov/27943276/,Dabigatran in microdosecocktail + Rifampicin,Dabigatran,Rifampicin,PO,PO,Induction,Plasma,2.32,GMR,,,1.78,GMR,,,0,inf,0,inf,h,1,,600,,mg,PO,1,h,SD,SD,,Sporanox,,,Sporanox Janssen,fasted,,,
16245,Prueksaritanont 2017,https://pubmed.ncbi.nlm.nih.gov/27943276/,Dabigatran in microdosecocktail + Itraconazole,Dabigatran,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,6.92,GMR,,,6.42,GMR,,,0,inf,72,inf,h,1,,200,,mg,PO,"(S-0,T-24,R-5)",h,OD (5 days),OD,,,,,,fasted,,,
16246,Prueksaritanont 2017,https://pubmed.ncbi.nlm.nih.gov/27943276/,Dabigatran in microdosecocktail + Clarithromycin,Dabigatran,Clarithromycin,PO,PO,Reversible_Inhibition,Plasma,4.02,GMR,,,4.57,GMR,,,0,inf,72,inf,h,1,,500,,mg,PO,"(S-0,T-12,R-10)",h,BID (5 days),BID,,,,,,fasted,,,
16247,Gouin-Thibault 2016,https://pubmed.ncbi.nlm.nih.gov/27893182/,Dabigatran + Clarithromycin,Dabigatran,Clarithromycin,PO,PO,Reversible_Inhibition,Plasma,2,,,,1.8,,,,0,inf,96,inf,h,1,,500,,mg,PO,"(S-0,T-12,R-10)",h,BID (5 days),BID,,,,,,fasted,,,
16249,Härtter 2012 RIF,https://pubmed.ncbi.nlm.nih.gov/22348256/,Dabigatran + Rifampicin Day 9,Dabigatran,Rifampicin,PO,PO,Induction,Plasma,0.33,GMR,,,0.345,GMR,,,0,inf,156,324,h,1,,600,,mg,PO,"(S-0,T-24,R-7)",h,OD (7 days),OD,,,,,,fasted,,,
16250,Härtter 2012 RIF,https://pubmed.ncbi.nlm.nih.gov/22348256/,Dabigatran + Rifampicin Day 16,Dabigatran,Rifampicin,PO,PO,Induction,Plasma,0.823,GMR,,,0.814,GMR,,,0,inf,324,492,h,1,,600,,mg,PO,"(S-0,T-24,R-7)",h,OD (7 days),OD,,,,,,fasted,,,
16251,Härtter 2012 RIF,https://pubmed.ncbi.nlm.nih.gov/22348256/,Dabigatran + Rifampicin Day 23,Dabigatran,Rifampicin,PO,PO,Induction,Plasma,0.857,GMR,,,0.816,GMR,,,0,inf,492,526,h,1,,600,,mg,PO,"(S-0,T-24,R-7)",h,OD (7 days),OD,,,,,,fasted,,,
16253,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,Dabigatran + 10 mg Rifampicin,Dabigatran total,Rifampicin,PO,PO,Induction,Plasma,0.594,GMR,0.460-0.768,90% CI,0.568,GMR,0.423-0.762,90% CI,0,inf,228,660,h,1,,10,,mg,PO,S0-T24-R18,h,OD,,,,,,,fasted,,,
16254,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,Dabigatran + 75 mg Rifampicin,Dabigatran total,Rifampicin,PO,PO,Induction,Plasma,0.38,GMR,0.304-0.475,90% CI,0.384,GMR,0.308-0.479,90% CI,0,inf,660,inf,h,1,,"first 10, then 75",,mg,PO,"S0-T24-R18 (10 mg), S432-T24-R18 (75 mg)",h,OD,,,,,,,fasted,,,
16256,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,Dabigatran + 2 mg Rifampicin,Dabigatran total,Rifampicin,PO,PO,Induction,Plasma,1.19,GMR,0.93-1.53,90% CI,1.07,GMR,0.82-1.40,90% CI,0,inf,228,660,h,1,,2,,mg,PO,S0-T24-R18,h,OD,,,,,,,fasted,,,
16257,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,Dabigatran + 600 mg RIfampicin,Dabigatran total,Rifampicin,PO,PO,Induction,Plasma,0.334,GMR,0.269-0.413,90% CI,0.305,GMR,0.241-0.385,90% CI,0,inf,660,inf,h,1,,"first 2, then 600",,mg,PO,"S0-T24-R18 (2 mg), S432-T24-R18 (600 mg)",h,OD,,,,,,,fasted,,,
16259,Rattanacheeworn 2021,https://pubmed.ncbi.nlm.nih.gov/34603040/,Dabigatran + 450 mg RIfampicin,Dabigatran,Rifampicin,PO,PO,Induction,Plasma,2.22,GMR,1.74-2.83,95% CI,1.86,GMR,1.43-2.43,95% CI,0,inf,0,inf,h,1,,450,,mg,PO,1,h,SD,,,,,,,fasted,,,
16261,Tatosian 2020,https://pubmed.ncbi.nlm.nih.gov/32705692/,Dabigatran + 600 mg RIfampicin,Dabigatran,Rifampicin,PO,PO,Induction,Plasma,2.08,GMR,1.66-2.60,95% CI,1.92,GMR,1.47-2.43,95% CI,0,inf,0,inf,h,1,,600,,mg,PO,1,h,SD,,,,,,,fasted,,,
16263,Härtter 2012 Vera,https://pubmed.ncbi.nlm.nih.gov/22348256/,"Vera 120mg BID, Dabigatran 1h after (Treatment C)",Dabigatran total,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,1.54,GMR,1.19-1.99,90% CI,1.63,GMR,1.22-2.17,90% CI,0,inf,73,166,h,1,,120,,mg,PO,"(S-0,T-12,R-14)",h,BID (7 days),,,,,,,fasted,,,
16264,Härtter 2012 Vera,https://pubmed.ncbi.nlm.nih.gov/22348256/,"Vera 120mg BID, Dabigatran 2h before (Treatment D)",Dabigatran total,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,1.18,GMR,0.91-1.52,90% CI,1.12,GMR,0.84-1.49,90% CI,0,inf,166,265,h,1,,120,,mg,PO,"(S-0,T-12,R-16)",h,BID (8 days),,,,,,,fasted,,,
16265,Härtter 2012 Vera,https://pubmed.ncbi.nlm.nih.gov/22348256/,"Vera 120mg TID/QID, Dabigatran 1h after (Treatment E)",Dabigatran total,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,1.39,GMR,1.07-1.81,90% CI,1.34,GMR,1.00-1.80,90% CI,0,inf,265,336,h,1,,120,,mg,PO,"(S-0,T-12,R-16), (S-192,T-8,R-3), (S-216,T-6,R-12)",h,"BID (8 days), TID (1 day), QID (3 days)",,,,,,,fasted,,,
16228,Delavenne 2013,https://pubmed.ncbi.nlm.nih.gov/23210726/,Subject 10 Clarithromycin treatment,Dabigatran,Clarithromycin,PO,PO,Reversible_Inhibition,Plasma,1.491,GMR,,,1.602,GMR,,,0,inf,70.5,144,h,1,,500,,mg,PO,"(S-0,T-12,R-6), 70.5",h,BID (3.5 days),,,,,,,fasted,,,
16266,Lutz 2018b,https://pubmed.ncbi.nlm.nih.gov/29569712/,Dabigatran control,Dabigatran total,Carbamazepine,PO,PO,Induction,Plasma,0.714,GMR,0.593-0.859,90% CI,0.666,GMR,0.521-0.852,90% CI,0,inf,404,480,h,1,,300,,mg,PO,"(S-0,T-12,R-52)",h,BID (26 days),,,,,,,fasted,,,
16301,Wiebe 2020,https://pubmed.ncbi.nlm.nih.gov/32504272/,Digoxin (Cocktail) + Rifampin,Digoxin,Rifampicin,PO,PO,Induction,Plasma,1.31,Geom. Mean,0.18,gCV,2.1826,Geom. Mean,27.7,gCV,0,inf,312,inf,h,,,600,,mg,PO,S0-R1,h,SD,,tablet,"(Eremfat® 600 mg; Riemser Pharma GmbH, Greifswald–Insel Riems, Germany",,280,,Fasted,overnight,,
16302,Wiebe 2020,https://pubmed.ncbi.nlm.nih.gov/32504272/,Digoxin (Cocktail) + Rifampin,Digoxin,Rifampicin,PO,PO,Induction,Urine,1.11,Geom. Mean,,,,,,,,,,,h,,1/CLR,600,,mg,PO,S0-R1,h,SD,,tablet,"(Eremfat® 600 mg; Riemser Pharma GmbH, Greifswald–Insel Riems, Germany",,280,,Fasted,overnight,,
16305,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/G2677C/C3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,serum,0.743,Approx. Avg,,,1.025,Approx. Avg,,,0,inf,120,inf,h,0.5,,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16307,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/G2677C/C3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,serum,0.574,Approx. Avg,,,0.656,Approx. Avg,,,0,inf,120,inf,h,0.5,,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16309,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,T/T2677T/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,serum,0.641,Approx. Avg,,,0.91,Approx. Avg,,,0,inf,120,inf,h,0.5,,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16311,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,T/T2677T/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,serum,0.536,Approx. Avg,,,0.662,Approx. Avg,,,0,inf,120,inf,h,0.5,,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16313,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/T2677C/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,serum,0.784,Approx. Avg,,,0.916,Approx. Avg,,,0,inf,120,inf,h,0.5,,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16315,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/T2677C/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,serum,0.555,Approx. Avg,,,0.629,Approx. Avg,,,0,inf,120,inf,h,0.5,,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16319,Drescher 2003,https://pubmed.ncbi.nlm.nih.gov/12621387/,day 15 plasma,Digoxin,Rifampicin,IV,PO,Induction,Plasma,0.727,Approx. Avg,,,0.806,Approx. Avg,,,0,96,228,324,h,,,600,,mg,PO,S0-T24-R14,h,MD,,,,,,,,,,
16320,Drescher 2003,https://pubmed.ncbi.nlm.nih.gov/12621387/,day 15 urine,Digoxin,Rifampicin,IV,PO,Induction,Urine,0.835,Approx. Avg,,,,,,,0,96,228,324,h,,1/CLR,600,,mg,PO,S0-T24-R14,h,MD,,,,,,,,,,
16322,Gurley 2006,https://pubmed.ncbi.nlm.nih.gov/16221754/,day 7 plasma + Rifampin,Digoxin,Rifampicin,PO,PO,Induction,serum,0.844,Approx. Avg,,,0.771,Approx. Avg,,,0,24,144,168,h,,,300,,mg,PO,S0-T12-R14,h,MD,,Capsules,"Rifadin®, Aventis Pharmaceuticals, Kansas City, MO",,,,,,,
16324,Gurley 2006,https://pubmed.ncbi.nlm.nih.gov/16221754/,day 7 plasma + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,serum,1.351,Approx. Avg,,,1.483,Approx. Avg,,,0,24,144,170,h,,,500,,mg,PO,S0-T12-R14,h,MD,,Tablet,"Biaxin; Abbott Diagnostics, Abbott Park, IL",,,,,,,
16326,Gurley 2007,https://pubmed.ncbi.nlm.nih.gov/17079360/,Digoxin + Rifampicin,Digoxin,Rifampicin,PO,PO,Induction,serum,0.84,Approx. Avg,,,0.72,Approx. Avg,,,0,24,144,168,h,,,300,,mg,PO,S0-T12-R14,h,MD,,Capsules,Rifadin,,,,,,,
16328,Gurley 2007,https://pubmed.ncbi.nlm.nih.gov/17079360/,Digoxin + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,serum,1.567,Approx. Avg,,,1.952,Approx. Avg,,,0,24,144,170,h,,,500,,mg,PO,S0-T12-R14,h,MD,,Tablet,Biaxin,,,,,,,
16329,Partanen 1996,https://pubmed.ncbi.nlm.nih.gov/8936563/,Digoxin + Itraconazol in Part 1,Digoxin,Itraconazole,PO,PO,Reversible_Inhibition,serum,,,,,1.634,Approx. Avg,,,456,480,216,240,h,,concentration 12h after administration,200,,mg,PO,S12-T24-R10,h,MD,,Capsules,,,,,,,,
16330,Partanen 1996,https://pubmed.ncbi.nlm.nih.gov/8936563/,Digoxin + Itraconazol in Part 2,Digoxin,Itraconazole,PO,PO,Reversible_Inhibition,serum,,,,,1.966,Approx. Avg,,,216,240,456,480,h,,concentration 12h after administration,200,,mg,PO,S252-T24-R10,h,MD,,Capsules,,,,,,,,
16333,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/G2677C/C3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,Urine,1.192,Approx. Avg,,,,,,,0,inf,120,inf,h,0.5,1/CLR,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16334,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/G2677C/C3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,Urine,1.077,Approx. Avg,,,,,,,0,inf,120,inf,h,0.5,1/CLR,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16335,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,T/T2677T/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,Urine,1,Approx. Avg,,,,,,,0,inf,120,inf,h,0.5,1/CLR,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16336,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,T/T2677T/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,Urine,0.95,Approx. Avg,,,,,,,0,inf,120,inf,h,0.5,1/CLR,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16337,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/T2677C/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,Urine,1,Approx. Avg,,,,,,,0,inf,120,inf,h,0.5,1/CLR,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16338,Kurata 2002,https://pubmed.ncbi.nlm.nih.gov/12189368/,G/T2677C/T3435_Digoxin day 16 + Clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,Urine,0.84,Approx. Avg,,,,,,,0,inf,120,inf,h,0.5,1/CLR,400,,mg,PO,S0-T12-R16,h,MD,,,,,,,,,,
16401,Greiner 1999,https://www.ncbi.nlm.nih.gov/pubmed/10411543,po with Perpetrator (Rifampicin),Digoxin,Rifampicin,PO,PO,Induction,Urine,1,Approx. Avg,,,,,,,0,inf,240,inf,h,1,1/CLR ratio,600,,mg,PO,S0-T24-R16,h,MD OD (16 days),MD,rifampin,RIFA Grünenthal GmbH,,,,,,,
16403,Greiner 1999,https://www.ncbi.nlm.nih.gov/pubmed/10411543,iv with Perpetrator (Rifampicin),Digoxin,Rifampicin,IV,PO,Induction,Urine,1.027210884,Approx. Avg,,,,,,,0,inf,240,inf,h,1,1/CLR ratio,600,,mg,PO,S0-T24-R16,h,MD OD (16 days),MD,rifampin,RIFA Grünenthal GmbH,,,,,,,
274,Jalava 1997,https://www.ncbi.nlm.nih.gov/pubmed/9421099,po with Perpetrator (Itraconazole),Digoxin,Itraconazole,PO,PO,Reversible_Inhibition,Urine,1.25,arith. mean,,,,,,,0,inf,49,inf,h,1,1/CLR ratio,200,,mg,PO,0-24-48-72-96,h,MD OD (5 days),,,"Sporanox 100-mg caps, Janssen Pharmaceuticals, Beerse, Belgium",,120,,,,,
16409,Rengelshausen 2003,https://pubmed.ncbi.nlm.nih.gov/12848773/,0.01mg/kg iv with clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,Plasma,1.185185185,Approx Avg,,,,,,,0,24,26,50,h,1,,250,,mg,PO,S0-T12-R6,h,MD BID (3 days),MD BID Day 1-3,,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",,,Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.,,,,Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn.
16411,Rengelshausen 2003,https://pubmed.ncbi.nlm.nih.gov/12848773/,0.75mg/kg po with clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,Plasma,1.642857143,Approx Avg,,,1.833333333,Approx. Avg,,,0,24,24.5,48.5,h,1,,250,,mg,PO,S0-T12-R6,h,MD BID (3 days),MD BID Day 1-3,,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",,,Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.,,,,Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn.
16413,Rengelshausen 2003,https://pubmed.ncbi.nlm.nih.gov/12848773/,0.75mg/kg po with clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,Urine,1.2,Approx Avg,,,,,,,0,24,24.5,48.5,h,1,1/CLR ratio,250,,mg,PO,S0-T12-R6,h,MD BID (3 days),MD BID Day 1-3,,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",,,Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.,,,,Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn.
16501,Mueller 2009,https://pubmed.ncbi.nlm.nih.gov/18762932/,Midazolam after St. John's Wort,Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.85,Geom. mean,"0.77, 0.95 ",90% confidence interval,0.93,Geom. mean,,,0,inf,312,inf,h,1,,0.06,,mg,PO,S0-T12-R28,h,,,"St John's Wort Extract	","capsules containing 500 mg Hyperici herba (Pharmacopoea Europaea) powder provided by Kneipp Werke, Würzburg, Germany.",,,,,,,
16512,Hall 2003,https://pubmed.ncbi.nlm.nih.gov/14663455/,"Midazolam with Hyperforin, IV dosing",Midazolam,Hyperforin,IV,PO,Induction,Plasma,0.96,Geom. mean,"0.86, 1.05",90% confidence interval,,,,,1,inf,505,inf,h,1,,8.9,,mg,PO,S0-(S0-T6-R3)-T24-R28,h,,300 mg 3 times a day with food from day 1 through day 28.; 8.9 +- 0.4 mg hyperforin per capsule,"St John's Wort Extract	","Rexall-Sundown Pharmaceuticals, Boca Raton, Fla",,,,fed,,,
16513,Hall 2003,https://pubmed.ncbi.nlm.nih.gov/14663455/,"Midazolam with Hyperforin, PO dosing",Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.65,Geom. mean,"0.49, 0.81",90% confidence interval,0.84,Geom. mean,,,1,inf,529,inf,h,1,,8.9,,mg,PO,S0-(S0-T6-R3)-T24-R28,h,,300 mg 3 times a day with food from day 1 through day 28.; 8.9 +- 0.4 mg hyperforin per capsule,"St John's Wort Extract	","Rexall-Sundown Pharmaceuticals, Boca Raton, Fla",,,,fed,,,
16515,Gurley 2008b,https://pubmed.ncbi.nlm.nih.gov/18214850/,Digoxin with Hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Serum,0.769,Approx. avg,,,0.643,Approx. Avg,,,0,24,312,336,h,1,,8,,mg,PO,S0-(S0-T6-R3)-T24-R14,h,,"Times of administration are an assumption; information given is ""three times daily""","St John's Wort Extract	","lot # 530812, standardized extract WS 5572 (3% Hyperforin) from Nature's Way Products, (Springville, UT)",,,,,,,
16517,Mueller 2006,https://pubmed.ncbi.nlm.nih.gov/16341856/,Midazolam with hyperforin (group: LI 160),Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.2,Geom. mean,"0.09, 0.32",90% confidence interval,0.35,Geom. mean,"0.13, 0.57",90% confidence interval,0,12,312,324,h,1,,13.75,,mg,PO,S0-(S0-T6-R3)-T24-R15,h,,,"St John's Wort Extract	","Coated tablet: LI 160 (Jarsin 300, batch 02013320; Lichtwer Pharma, Berlin, Germany)",,,,fed,,,"taken with breakfast, lunch and evening meal"
16519,Mueller 2006,https://pubmed.ncbi.nlm.nih.gov/16341856/,Midazolam with hyperforin (group: Hypericum powder type B 2.7 g/day),Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.79,Geom. mean,"0.70, 0.87",90% confidence interval,1.01,Geom. mean,"0.56, 1.46",90% confidence interval,0,12,312,324,h,1,,0.043333333,,mg,PO,S0-(S0-T6-R3)-T24-R16,h,,,"St John's Wort Extract	","Coated tablet: Hypericum powder type B 2.7 g/day (Kneipp Werke, Würzburg, Germany)",,,administered as 3 tablets,fed,,,"taken with breakfast, lunch and evening meal"
16521,Mueller 2006,https://pubmed.ncbi.nlm.nih.gov/16341856/,Midazolam with hyperforin (group: Hypericum powder type A 2.7 g/day),Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.52,Geom. mean,"0.42, 0.62",90% confidence interval,0.61,Geom. mean,"0.30, 0.92",90% confidence interval,0,12,312,324,h,1,,4.02,,mg,PO,S0-(S0-T6-R3)-T24-R17,h,,,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 2.7 g/day (Kneipp Werke, Würzburg, Germany)",,,administered as 3 tablets,fed,,,"taken with breakfast, lunch and evening meal"
16523,Mueller 2006,https://pubmed.ncbi.nlm.nih.gov/16341856/,Midazolam with hyperforin (group: Hypericum powder type A 1.8 g/day),Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.62,Geom. mean,"0.47, 0.77",90% confidence interval,0.7,Geom. mean,"0.58, 0.82",90% confidence interval,0,12,312,324,h,1,,2.68,,mg,PO,S0-(S0-T6-R3)-T24-R18,h,,,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 1.8 g/day (Kneipp Werke, Würzburg, Germany)",,,administered as 2 tablets,fed,,,"taken with breakfast, lunch and evening meal"
